Date,Activity,Distance (miles),Pace/Mile,Time,Heart Rate Avg
7/1/25,Run,4,8:48,0:35:15,N/A
6/29/25,Run,4.04,9:26,0:38:11,N/A
6/28/25,Run,7.29,8:36,1:02:44,N/A
6/27/25,Run,1.89,9:05,0:17:13,N/A
6/26/25,Run,2.56,8:24,0:21:34,N/A
6/24/25,Run,4.02,9:13,0:37:05,N/A
6/22/25,Ride,12.59,4:27,0:56:05,N/A
6/21/25,Run,6.03,9:32,0:57:35,N/A
6/19/25,Run,3.51,9:45,0:34:18,N/A
6/17/25,Run,3.5,9:25,0:33:00,N/A
6/14/25,Run,6.39,9:11,0:58:43,N/A
6/12/25,Run,2.33,8:27,0:19:44,N/A
